,MSE,R2,cvMSE,n_components
MONM990101,0.5326713837971268,0.2984804708489489,0.8903083482255323,2
RACS820107,0.0003904828516021885,0.999485740449872,0.8926611874242506,10
PTIO830101,0.21567025566558573,0.7159657890238169,0.8946469295867889,2
GOLD730102,0.0008065248841836937,0.9989378198750458,0.8969978393177424,10
CHAM820101,2.723267171128758e-05,0.9999641350152879,0.8992798173207249,10
PONP800106,0.0030774403615783097,0.9959470612105059,0.9042590750292198,8
FUKS010101,0.2886623860259331,0.6198363432159582,0.9062648220801601,2
WILM950103,0.5430066904445927,0.28486904047460115,0.9064935242803942,2
GEIM800104,0.2395623196022167,0.6845003302942831,0.907150319598919,2
PARJ860101,0.0019938751271458962,0.9973740989605815,0.9102941352780598,6
QIAN880137,0.15372324654376565,0.797548990211899,0.9105158299412027,2
AURR980112,0.0883074875143024,0.8837004784827341,0.9109721444031784,3
WERD780102,0.16412802995783576,0.7838460600685049,0.9118901042555206,2
ZIMJ680104,0.014829983894915418,0.9804691529604658,0.9119271823535351,9
YANJ020101,0.09587536125007191,0.8737337121399534,0.9126593054739689,6
JACR890101,0.025194811897569804,0.9668188434425754,0.912925510866051,5
SNEP660104,5.389363313256785e-06,0.9999929022963708,0.9134171937208534,10
RICJ880107,0.021383688579535105,0.971838030725635,0.9145385685953565,9
FODM020101,0.01201622678280061,0.9841748252088326,0.9154306868279458,5
RACS820108,0.0187372774433636,0.9753233110516647,0.9195425149874364,4
PLIV810101,0.4921796568826708,0.3518074151218943,0.9196271551036153,2
PALJ810107,0.04743746838715194,0.937525627433091,0.9197758920179666,2
AURR980117,0.0017298451957747597,0.9977218220761296,0.9206351667250411,7
FAUJ830101,0.3163010921075323,0.5834366178571574,0.9225233290316748,2
CHAM830104,0.7172561447186218,0.05538534971245479,0.9238039900102967,2
QIAN880109,0.07822319007679616,0.8969813338193761,0.9241257688618768,2
KUMS000104,0.10919495732781473,0.8561920212341414,0.9241994732737848,6
GEIM800110,0.053716271696477226,0.9292565458282351,0.9244979178506209,5
PALJ810116,0.024986371029347594,0.9670933566681381,0.9258399808632956,6
GEIM800108,0.14956597175994593,0.8030240533326307,0.9267897783923723,2
GEIM800109,0.12129682539523902,0.8402540582672008,0.9269110199620971,2
GEIM800107,0.5736641222388797,0.24449370256176195,0.9275861544395627,2
RICJ880101,0.006476224187751456,0.9914709183165011,0.9278655323788971,10
RICJ880102,0.006476224187751456,0.9914709183165011,0.9278655323788971,10
VINM940104,0.09723396747318215,0.8719444498913529,0.929015321377408,2
OOBM850102,0.008639931089667284,0.9886213515982128,0.9323101269030626,7
KUHL950101,0.09437151677227082,0.8757142508023893,0.9324295829615808,8
FINA910103,0.02211830493513274,0.9708705529606162,0.9334443309710779,4
MONM990201,0.524394719970055,0.30938070218767655,0.9335616156949259,2
NAKH900104,0.12731489032646254,0.8323283648558943,0.93427039853368,2
GEOR030106,0.0007339913448111946,0.9990333453639983,0.9359939022317314,10
CHOP780214,0.4288190499700367,0.43525230155680117,0.9362938232519448,2
WERD780104,0.12489254748298266,0.8355185508930847,0.9367319107436051,2
CHAM830101,0.14311769164037405,0.8115163331338655,0.9380635275282543,5
CORJ870107,0.015375538607896883,0.9797506662967957,0.9393844869305196,5
BUNA790102,0.5734861335774399,0.24472811072740686,0.9398234518096807,2
GEIM800101,0.012419605541066168,0.9836435819598509,0.9430768888626928,9
RICJ880104,0.6032587686459737,0.20551803567892535,0.9441755617114251,2
AURR980120,0.04882728984796302,0.9356952552252917,0.9457849654401205,5
FASG760105,0.12960871100558577,0.8293074404140657,0.9471120272051423,2
CHOP780201,0.04871310345590982,0.9358456368422233,0.9479606168447382,2
CHAM830105,0.7198640881839903,0.051950730681794344,0.9482113591967399,2
FAUJ880108,0.0009509874652962955,0.9987475650106684,0.9484343473033464,6
NADH010102,0.4791830265046654,0.3689237654659576,0.9488118186311161,2
WERD780103,0.059418265045105306,0.9217471135387854,0.9511027204317583,2
ROSG850101,0.5222925826825181,0.31214918272750125,0.9523868944518021,2
KYTJ820101,0.5367932366201218,0.29305205787319444,0.9533840482748216,2
KHAG800101,0.5372065015735885,0.29250779466629195,0.9537533752238999,2
CHOC750101,0.00039272862211721854,0.9994827828067131,0.9568276245187681,10
KARP850103,0.6188162086951409,0.18502914074282317,0.9625601835401298,2
VASM830103,0.34752840967688525,0.5423107496685142,0.9632258815214265,2
PALJ810105,0.014356061341246033,0.981093301238029,0.963897191664534,7
RACS820109,0.06365507101615162,0.916167309140949,0.9639817945510186,4
AURR980119,0.11511588813771204,0.8483942518771957,0.9644773956210837,3
COWR900101,0.0005769646436796809,0.9992401469696275,0.9654802752547889,9
PONP930101,0.014170314428980582,0.9813379268935407,0.9657076774297955,10
CHAM830103,0.6765377962108013,0.10901075092960322,0.9657364017556359,2
PALJ810102,0.036876629752907245,0.9514340797575305,0.9663916399016089,4
JURD980101,0.5225403290842686,0.3118229047550185,0.9678992102698315,2
KARS160109,0.6666410536506268,0.12204459955021363,0.9695899188064878,2
CIDH920103,0.0009530486826213261,0.9987448504210521,0.971984629395569,9
KARS160120,0.5563695092916103,0.2672704258862477,0.9732115586964138,2
BURA740101,0.0005173428854832888,0.9993186678532517,0.9741193452645425,7
MUNV940102,0.1144588086559867,0.8492596148432873,0.9743109161441867,4
WILM950102,4.0359226957695545e-06,0.999994684755601,0.9744934060618823,8
PTIO830102,0.5565128163128681,0.2670816928753619,0.9767117999706401,2
AURR980104,0.1118361409921723,0.8527136254032754,0.9768995576128922,2
FAUJ880106,7.837780042579242e-08,0.9999998967777145,0.9783173146372511,10
